Gx,Gy,Tx,Ty,,D6S8S,D7S9S,D2S3S,D4S5S,D2S5S,D3S4S,D6T8T,D7T9T,D2T3T,D4T5T,D2T5T,D3T4T,,FS_1S,FS_1T,FS_2S,FS_2T,FS_3S,FS_3T,FS_4S,FS_4T,FS_5S,FS_5T,FS_6S,FS_6T,FS_7S,FS_7T,FS_8S,FS_8T,FS_9S,FS_9T,FS_Ave_S_G2 [2 3 4 5],FS_Ave_T_G2 [2 3 4 5],FS_Ave_S_G3 [6 7 8 9],FS_Ave_T_G3 [6 7 8 9],FS_Delta_S_G2 [2 3 4 5],FS_Delta_T_G2 [2 3 4 5],FS_Delta_S_G3 [6 7 8 9],FS_Delta_T_G3 [6 7 8 9],PeakMTF_1S,PeakMTF_1T,PeakMTF_2S,PeakMTF_2T,PeakMTF_3S,PeakMTF_3T,PeakMTF_4S,PeakMTF_4T,PeakMTF_5S,PeakMTF_5T,PeakMTF_6S,PeakMTF_6T,PeakMTF_7S,PeakMTF_7T,PeakMTF_8S,PeakMTF_8T,PeakMTF_9S,PeakMTF_9T,Date-Time
-0.002,0.062,0.27,-0.17,,30.2,-10,14,-24.4,-17.2,-6.8,27.2,-8.6,28,-31.6,-12.4,-8.8,,--,-2,0,25.4,-14,-2.6,-7.2,6.2,17.2,37.8,9.8,16,-12,2.2,-20.4,-11.2,-2,10.8,-1,16.7,-6.2,4.5,31.2,40.4,30.2,27.2,71.1,72.9,67.9,63.8,68.5,50.4,63,48.4,69.4,59.5,66.6,68.3,67.4,66.2,63,64.2,68,66.5,2025/05/22/17:14:18
0.028,-0.075,0.47,0.37,,-33.8,-12,-48.8,27.2,-18.6,3,-30,-8.2,-22.4,18.4,-10.4,-6.4,,--,-3.8,-32.6,4.2,16.2,26.6,13.2,33,-14,14.6,-23.2,-12.4,-21.4,1.4,10.6,17.6,-9.4,9.6,-4.3,19.6,-10.9,4,48.8,28.8,33.8,30,63,58.1,60.8,53.1,50.2,45.5,52.4,36,56.7,53,57.1,52.5,50.2,57.1,53.1,45.8,50.3,58.7,2025/05/22/17:14:28
0.075,0.028,0.32,-0.39,,22.8,15.4,2.2,-21.2,1.4,20.4,18.4,9.2,14.8,-22.8,-0.2,7.8,,--,1.4,5.4,33,3.2,18.2,-17.2,10.4,4,33.2,4.8,14.2,4.2,11.4,-18,-4.2,-11.2,2.2,-1.1,23.7,-5,5.9,22.6,22.8,22.8,18.4,66.4,70.8,57.5,52.6,65.4,42.1,53.4,44.4,64.4,52.4,62.8,67.3,59.8,49.6,57,62.4,66.3,58.3,2025/05/22/17:14:40
-0.064,-0.046,0.035,-0.425,,2.4,-19.8,-14,1.2,-29.6,-16.8,1.8,-19.8,1.8,-11.2,-25.6,-16.2,,--,-1.8,-18.8,10.4,-4.8,8.6,12,24.8,10.8,36,-3.6,5.4,-15.4,-2.6,-6,3.6,4.4,17.2,-0.2,19.9,-5.2,5.9,30.8,27.4,19.8,19.8,68.3,69.3,64.7,62.5,64.3,46.3,58.6,43.3,67.4,57.6,65.2,66.8,62.3,61.8,59.3,58.6,64.1,64,2025/05/22/17:14:51
0.023,0.048,-0.03,0.255,,16.2,4,-3.2,-11.4,-8,6.6,11.4,-3.6,9,-11.6,-8.6,-6,,--,0,-1.8,23,1.4,14,-5.2,20,6.2,31.6,2.4,10.4,-2.6,4.4,-13.8,-1,-6.6,8,0.1,22.1,-5.2,5.5,11.4,17.6,16.2,11.4,68.6,72.9,60.7,53.9,67.9,44.2,56.2,46.2,65.3,55.1,63.9,67.5,63,53.7,60.5,64.8,68.5,60.9,2025/05/22/17:15:02
-0.043,-0.074,-0.065,0.45,,13.2,25,-5.4,-2.8,18.8,27,3.6,23,8.6,8.4,20.8,3.8,,--,-1.2,7.8,25.6,13.2,17,-13.8,13.2,-11,4.8,1.2,4.4,5.6,17,-12,0.8,-19.4,-6,-1,15.2,-6.2,4,27,20.8,25,23,69.5,71,64.1,54.6,65.6,52.7,57.2,45.3,61.6,53.9,65.6,65.3,66.4,64.7,63.5,65.6,67.6,62,2025/05/22/17:15:11
0.028,0.05,0.035,0.315,,-22.6,20,-40.6,26.8,10.4,24.2,-25.2,17.8,-21.8,27.8,11.8,5.8,,--,-1.4,-11.6,10.2,29,32,4.8,26.2,-22,-1.6,-16,-8.6,4.6,15.4,6.6,16.6,-15.4,-2.4,0.1,16.7,-5.1,5.3,51,33.6,22.6,25.2,69.5,72.8,66.4,60.3,70.8,51,58.1,47.6,67.9,57,66.2,68.6,66.3,62.9,63.4,67.8,68.6,62.2,2025/05/22/17:15:22
-0.074,0.008,0.395,0.095,,31.6,22.8,10.4,-21.4,17.6,28.6,20.4,18.6,25,-12,17,4,,--,2,15,44.4,4.6,19.4,-24,15.4,-2.6,27.4,6.2,15.2,7.2,12.6,-25.4,-5.2,-15.6,-6,-1.8,26.6,-6.9,4.1,39,29,32.6,21.2,62.6,68.5,52.5,38.7,56.1,40.6,51.9,41.1,54.5,49.7,58,61.7,56.7,42.9,55.9,63.3,65.2,53.5,2025/05/22/17:15:33
0.062,-0.015,0.45,-0.025,,1.8,35.2,-19.8,3.8,24,40,-5.2,31.4,-2.4,11.4,25,16,,--,2.4,6.2,32.2,26,34.6,-14,18.6,-17.8,7.2,-6.6,3,14.2,21.6,-8.4,8.2,-21,-9.8,0.1,23.2,-5.5,5.8,43.8,27.4,35.2,31.4,64.4,70.1,56.6,45.9,62.4,43.7,52.1,42.3,58.6,52,59.9,64.7,59.5,48.1,57.3,64.1,65.5,54.2,2025/05/22/17:15:43
0.074,0.037,-0.36,-0.165,,15.4,25,-6,-11.6,12.2,29.8,11.6,19,8,-11,10.8,13.8,,--,0.6,6.8,32.2,12.8,24.2,-17,10.4,-5.4,21.4,0.6,10.6,8.4,15.6,-14.8,-1,-16.6,-3.4,-0.7,22.1,-5.6,5.5,29.8,21.8,25,19,66.3,71.4,58.3,51.4,66.9,43.7,53.6,45.2,63.3,52.6,62.1,66.8,60.2,50,58.5,64,67,57.1,2025/05/22/17:16:01
0.03,-0.052,-0.11,0.295,,18.8,-0.8,0,-9.6,-6.6,3,9.4,-1.4,14.8,-1.4,-3.2,-16.6,,--,-1.2,-1.4,18.8,-1.4,4,-4.4,20.6,5.2,22,4.2,7.4,-7.4,5.4,-14.6,-2,-6.6,6.8,-0.5,16.4,-6.1,4.4,9.6,18,18.8,9.4,70.9,72.4,64.4,55.2,68.8,53.4,59.8,48.4,64.5,55.7,66.4,66.3,67.4,65.3,64.9,67.9,69.7,64.7,2025/05/22/17:16:10
-0.037,-0.029,-0.365,-0.17,,1.4,-16.6,-13.6,3,-21.4,-10.8,-1.4,-7,7.8,0.6,-5,-13.4,,--,-3.4,-17,10.4,-3.4,2.6,7.4,16,4.4,15.4,-3,0.2,-16.8,2.4,-4.4,1.6,-0.2,9.4,-2.1,11.1,-6.1,3.4,24.4,13.4,16.6,9.2,69.3,70.5,67.3,63.6,64.3,58.4,67.2,51.3,70,60.3,64.2,67.3,69.5,67.3,64.5,66.2,68.9,68.6,2025/05/22/17:16:19
0.055,-0.078,-0.365,-0.105,,-37.6,-10.8,-52.2,41,-17.2,-6,-39,-5.2,-32.6,39,-6.4,-12.8,,--,-3.4,-33.4,-8.2,18.8,24.4,24.8,37.2,-16.2,-1.8,-22.6,-17.8,-13.4,3.6,15,21.2,-2.6,8.8,-1.5,12.9,-5.9,4,58.2,45.4,37.6,39,70.4,73,69.9,65.7,67.5,56.1,65.3,51,70.5,60.7,66.5,68.9,69.4,67.5,65.3,67.7,68.9,67.6,2025/05/22/17:16:28
-0.074,-0.032,-0.31,-0.46,,-33.8,32.6,-49,33.2,23,38.8,-30,35.6,-23.8,20.2,29,32.6,,--,-2.8,-12,16.8,37,40.6,-1.8,8,-35,-12.2,-23.2,-13.6,7,22,10.6,16.4,-25.6,-13.6,-3,13.3,-7.8,2.8,72,52.8,36.2,35.6,67.3,67.1,64.3,59.9,64.8,49.2,56.8,43.5,63.4,55.6,62.1,61.9,59.4,61.8,61.1,61.8,60.5,61.5,2025/05/22/17:16:38
0.006,-0.06,-0.49,-0.445,,19.2,-11.4,1.6,-13.4,-19.6,-7.8,15.6,-10.4,15.6,-19.6,-17,-13,,--,-1.8,-7,16.8,-8.6,1.2,-0.8,14.2,12.6,33.8,4.2,10.2,-12.4,1.2,-15,-5.4,-1,11.6,-0.9,16.5,-6,4.4,21.2,32.6,19.2,17,71,73.2,66.7,64,70,50.1,62.4,48.1,70.4,59.3,67,69,66.9,65.5,62.7,65.2,68.6,66.7,2025/05/22/17:16:49
0.018,0.059,0.165,0.465,,4.2,11.6,-11,-0.2,4.8,16,3.2,15.6,8.6,-9.2,12.4,13,,--,-2.8,-2.6,23.8,8.4,15.2,-7.6,2.2,-7.4,11.4,-3.2,2.2,-2.6,12.8,-7.4,-1,-14.2,-2.8,-2.3,13.2,-6.9,2.8,16,21.6,11.6,15.6,69.3,70.4,68.2,63.2,66.7,52.8,62.7,47,67.8,59.7,65.5,67.5,66.7,66.7,63.4,64.6,66.3,66.1,2025/05/22/17:16:58
-0.034,0.032,0.33,-0.37,,-24.4,18,-41.2,27.2,8.8,22.8,-23.8,19.6,-20.4,21.8,13.6,12.2,,--,-1.8,-13,11.8,28.2,32.2,5.4,20,-21.8,-1.8,-16.8,-8.4,2.6,16.4,7.6,15.4,-15.4,-3.2,-0.3,15.5,-5.5,5.1,50,34,24.4,24.8,69.1,71.2,67.4,64,69.2,51.8,60,47.5,68.5,58.3,65.2,68.1,66,65.1,63.2,66.2,66.7,63.8,2025/05/22/17:17:07
-0.006,-0.078,0.04,-0.175,,27.4,35.6,5.6,-18.8,25.2,38.4,18.8,29.6,18.8,-14.6,23.4,19.2,,--,1.2,18.6,40.2,13,21.4,-25.4,2.2,-6.6,16.8,7.4,13.8,13.8,21,-20,-5,-21.8,-8.6,-0.1,20.1,-5.2,5.3,44,38,35.6,29.6,66.6,71.2,60.9,50.8,65.9,45.7,54.9,45.7,61.7,53.2,62.7,67.3,63.4,54.5,59.9,65.6,67.2,57.5,2025/05/22/17:17:17
0.051,-0.078,-0.2,-0.385,,14.8,-15.4,-5.4,-11.4,-28,-11.2,12.4,-18.8,9.2,-20.8,-28.4,-16.8,,--,-0.6,-13.6,15.2,-8.2,6,3,22.8,14.4,43.6,1.8,11,-12.6,-2.4,-13,-1.4,2.8,16.4,-1.1,21.9,-5.3,5.9,28,37.6,15.8,18.8,68.3,70,61.4,59.1,65.3,41.8,55.6,43.2,67.5,56,65.2,68.1,59.9,55.8,57.8,57.9,65.5,62.2,2025/05/22/17:17:29
-0.001,0.028,0.015,0.135,,37.2,24.6,15,-27.4,15,27.4,27.4,19,28,-20.8,13.6,6.4,,--,0.8,17.6,39.8,2.6,11.8,-24.8,5.4,2.6,26.2,11.6,17.8,7.4,15,-25.6,-9.6,-17.2,-4,-0.5,20.8,-6,4.8,42.4,34.4,37.2,27.4,67,71.5,60,48.5,64.8,45.5,55.5,45.9,60.1,53,62.4,66.1,62.9,53.5,60,66.1,68.1,57.6,2025/05/22/17:17:39
0,-0.038,0.18,0.105,,34.4,-6.8,14.8,-22.8,-12.6,-4.6,24.8,-11.8,27.4,-15.4,-13.2,-25.2,,--,-0.2,2.6,24.6,-12.2,-2.8,-7.6,22.4,15.2,37.8,10.2,16,-9.2,0,-24.2,-8.8,-2.4,11.8,-0.5,20.5,-6.4,4.8,27.4,40.6,34.4,24.8,68.8,71.3,59.3,44.8,64.6,46.3,57.6,45.8,59.4,52.9,62.6,63.3,63,54.6,62.3,67,68.8,61.2,2025/05/22/17:17:49
0.038,0.002,-0.12,0.055,,10.4,-24.4,-7.2,-2.4,-27.6,-18,2.4,-16.8,4,3,-20.8,-27.8,,--,-3.6,-17.2,2.6,-10,-1.4,8,26.4,10.4,23.4,1,2.2,-21.4,-2.8,-9.4,-0.2,3,14,-2.2,12.8,-6.7,3.3,27.6,27.8,24.4,16.8,71.3,71.2,65,63,67.8,58.3,64.1,52.4,68.8,55.8,67.2,66.1,69.4,70.3,66.1,66.2,70.2,69.4,2025/05/22/17:17:58
0.01,0.042,-0.11,0.395,,12.6,6.6,-6,-3.6,-1.2,8.4,4.6,7,10.4,-0.2,3.4,-6.8,,--,-2.4,-2.8,18,3.2,7.6,-5.2,14.4,-1.6,14.6,0.6,3.8,-4.2,8.6,-12,-0.8,-10.8,1.6,-1.6,13.6,-6.6,3.3,8.4,10.4,12.6,9.4,71.1,72.6,67,62.1,70.2,55.1,62.1,50.2,67.9,57.8,67.1,68.6,69.4,68.4,66,68.1,70.5,66.2,2025/05/22/17:18:06
-0.014,-0.052,0.02,0.42,,-9.6,13.2,-28,17.8,5.4,15.6,-15.2,16.8,-11.2,20.6,15.8,6.4,,--,-3,-11.6,9.8,16.4,21,0.8,14.6,-17,-6,-9.6,-7.2,-2.2,13,0,8,-15.4,-3.8,-2.8,9.9,-6.8,2.5,33.4,27,15.4,20.2,71.6,72.9,67.9,66.2,67,57.6,64.4,52.4,70.3,59.4,66.9,68.6,70.7,69.2,66.7,67.3,70,68.8,2025/05/22/17:18:14
-0.051,0.05,-0.015,-0.44,,-4.4,13,-32.8,-0.6,-12,21.4,-5.8,8.8,-16.2,-6.6,-13,9.8,,--,1.2,-18.2,18.8,14.6,35,-6.8,25.2,-6.2,31.8,-9.8,3.4,3.6,12.6,-5.4,9.2,-9.4,3.8,-4.2,27.7,-5.2,7.3,32.8,16.2,13.4,9.2,63.7,67.6,51.6,50,62.8,37.6,48.5,40.7,62.6,48.7,59.8,65.5,53.6,43.4,52.6,55.8,62.1,54.7,2025/05/22/17:18:25
0.073,-0.02,-0.47,0.19,,5.8,21.8,-14.4,-5.8,6.6,26.8,4.8,16.6,-2,-10,5.4,17.4,,--,0.8,1,28.2,15.4,30.2,-11.4,12.8,-5.6,22.8,-2.6,8.4,7.6,15.8,-8.4,3.6,-14.2,-0.8,-0.1,23.5,-4.4,6.8,26.8,17.4,21.8,16.6,67.2,70.8,59.1,56,67.6,42.4,52.8,44.6,65.4,52.9,62.8,66.8,59.7,53.3,57.7,61.5,65.4,58.4,2025/05/22/17:18:35
0.06,-0.047,-0.3,-0.185,,7.8,-20.2,-12.6,0.6,-26.4,-14.4,-1.8,-13.6,-0.6,6.6,-17.8,-23.8,,--,-3.8,-19.2,2.2,-6.6,2.8,7.8,26.6,7.2,20,0.2,-0.6,-19.4,-1.2,-7.6,1.2,0.8,12.4,-2.7,12.9,-6.5,2.9,27,24.4,20.2,13.6,70.5,70.1,63.1,62.9,65.7,57.5,62.4,52.8,68.7,55.3,66.7,64.6,68.1,69.2,65.6,63.6,68.8,69.6,2025/05/22/17:18:46
0.047,0.032,-0.415,-0.095,,-14.4,4.8,-30.4,16.8,-5.8,7.8,-14.4,2.4,-13.6,11,-3.8,-1.2,,--,-1.4,-15.8,9.6,14.6,23.2,6.8,24.4,-10,13.4,-12.8,-4.2,-3.6,7.4,1.6,10.2,-8.4,5,-1.1,17.6,-5.8,4.6,30.4,14.8,14.4,14.4,69.1,71.2,65.2,61.8,68.5,48.7,58.5,45.6,68.3,57.5,65.6,67.5,63.8,62.1,61.5,64.3,66.7,63.1,2025/05/22/17:18:55
0.049,-0.061,0.495,0.465,,37,29.6,16.6,-27.6,21,32,27.6,25,28.8,-22.2,20.8,14.2,,--,-0.4,21.2,39.6,4.6,10.8,-27.4,-3.4,0.2,18.8,12.6,16.6,9.2,18,-24.4,-11,-20.4,-7,-0.4,16.4,-5.8,4.2,48.6,43,37,29,69.2,72.2,64.5,56.1,68.8,49.6,58.7,48.1,64,55.4,65.5,68.5,66.9,62.5,62.9,66.9,69,61.4,2025/05/22/17:19:05
-0.018,0.072,-0.435,0.07,,39.2,19,18.8,-28.6,13.4,23.2,27.4,21.8,28,-16.6,20,8.6,,--,-2.8,16.2,33.2,-2.6,5.2,-25.8,-3.4,2.8,13.2,15.4,14.6,0,16.2,-23.8,-12.8,-19,-5.6,-2.4,12.1,-6.9,3.1,42,36.6,39.2,29,70.8,68.9,63.1,60.4,64.3,56,58.8,49.8,64.2,53,67.3,64.5,66.9,69.2,64.2,61.8,66.7,66.3,2025/05/22/17:19:14
-0.034,0.052,-0.5,-0.195,,-17,8.6,-44.2,8,-20.4,15.8,-13,0.4,-25,-4.2,-17.4,11.8,,--,-0.8,-28.6,12.4,15.6,37.4,-0.2,25.6,-8.2,29.8,-14.8,-0.8,-3,7.4,2.2,12.2,-11.6,7,-5.4,26.3,-6.8,6.5,44.2,25,17,13,63.6,61.7,54,56.5,57.7,40.2,46.7,36.1,60.5,49.3,60.6,59.8,48.8,50.6,51.8,45.2,54,56.7,2025/05/22/17:19:25
-0.015,0.075,-0.345,0.32,,32.2,9.6,15.4,-26.2,3,13.8,26.8,13.8,32.6,-27.6,10,5,,--,-2.6,10.4,32,-5,-0.6,-18.8,-5.6,7.4,22,11.4,14.6,-3.2,12.6,-20.8,-12.2,-12.8,-1.2,-1.5,11.9,-6.3,3.5,29.2,37.6,32.2,26.8,71.2,72.9,68.3,65.5,69.7,56.4,65.9,50.9,69.3,61,67,69.3,71.4,69.7,65.8,68.5,70.8,68.5,2025/05/22/17:19:34
-0.041,0.015,-0.465,0.46,,-10.8,-6.4,-28,15,-15.2,-2.2,-12.4,-5.8,-12,13.2,-11.2,-12.4,,--,-1.8,-19.2,4.6,8.8,16.6,11,29,-4,15.8,-10.6,-3.2,-9.6,4,0.2,9.2,-3.2,9.8,-0.8,16.5,-5.8,4.9,30.2,24.4,10.8,13,70.4,72.8,67.3,62.5,70.3,50.4,61.4,48,69.2,59,65.9,68.7,66.3,64.6,63.7,67.2,68.7,65,2025/05/22/17:19:44
-0.017,-0.049,-0.26,0.32,,-27.6,4,-45.2,29.4,-5.8,10,-24.8,6,-22.6,16.4,0.6,6.8,,--,-2,-22.8,6.8,22.4,29.4,12.4,22.6,-17,6.2,-19.2,-9.2,-4.6,9,8.4,15.6,-8.6,3,-1.3,16.2,-6,4.6,45.2,23.2,27.6,24.8,67.3,68.3,65.1,61.5,64.4,49,58.1,43.7,65.1,57.4,63.6,64.2,61.5,61.8,60.6,60.4,62.3,62.9,2025/05/22/17:19:52
0.007,0.078,-0.235,-0.23,,16.6,-42,-3.2,-6.6,-48,-38.2,6.4,-40.4,11.8,1,-41.2,-54,,--,-1.8,-23.8,-0.4,-20.6,-12.2,17.6,41.8,24.2,40.8,3.2,6,-28,-13.2,-13.4,-0.4,14,27.2,-0.7,17.5,-6,4.9,48,54,42,40.4,71.9,72.4,64.3,55.9,70.1,54.2,63.8,51.2,67.9,56.3,65.6,64.3,68.7,66.3,65.8,67.8,70.6,68.3,2025/05/22/17:20:03
0.069,0.038,-0.445,0.4,,-0.2,0.4,-19.6,5,-10.4,4.2,-3,-2.4,-3.8,-0.2,-8.8,-4.8,,--,-1.2,-11.2,14.4,8.4,18.2,4.2,23,-0.8,23.2,-5.2,3.2,-4.6,6.4,-5,6.2,-5,8.8,0.1,19.7,-5,6.2,19.6,8.8,0.6,5.6,69.3,72,63.8,60.1,68.7,46.6,57.4,45.9,67.1,57.4,65.5,68.1,63.3,59.4,60.8,64.1,67.4,62.6,2025/05/22/17:20:12
0.037,-0.07,-0.27,0.375,,11.2,-40.6,-1,-9,-42.6,-32.6,11.4,-29.4,22.8,-20.2,-27.4,-30,,--,-3.8,-21.6,10.8,-20.6,-12,12,18,21,38.2,1.6,7.8,-28.8,-8.8,-9.6,-3.6,11.8,20.6,-2.3,13.7,-6.3,4,42.6,50.2,40.6,29.4,67.2,67.6,66.3,59.5,57.7,53.1,66,44.3,64.5,60.6,61.9,63.9,66.1,65.1,59.5,58.9,62.9,65.3,2025/05/22/17:20:23
0.019,0.063,-0.455,-0.275,,-25.4,-35.8,-39.8,27.8,-42.8,-30.8,-23.8,-32.8,-22.6,13.4,-37.2,-28,,--,-2.6,-39.6,-10,0.2,12.6,31,40.6,3.2,27.2,-18.4,-9,-25.6,-9.4,7,14.8,10.2,23.4,-1.3,17.6,-6.7,5,70.6,50.6,35.8,32.8,68.3,68.7,66.2,63.2,62.3,47.8,59.8,43.8,66.7,59.2,64.6,65.9,61.9,62.8,59.7,58.9,63,64.2,2025/05/22/17:20:34
0.061,-0.003,0.4,-0.2,,-26.8,-36.8,-40.2,29.2,-41.6,-30.6,-25,-31.8,-22.6,19.8,-34,-31.2,,--,-2.6,-39.4,-11.6,0.8,11,31.4,42.2,2.2,22.4,-19,-10.8,-26,-9.6,7.8,14.2,10.8,22.2,-1.2,16,-6.6,4,70.8,53.8,36.8,33,68.7,70,67.7,64.6,64.4,50,62.7,46.5,68.4,60.3,65.1,67.4,65.9,64.6,62,62.7,65.7,65.6,2025/05/22/17:20:44
0.052,-0.073,0.03,0.475,,5.6,35.6,-13.6,3.4,26.8,37,-4,35.8,2,11.8,32.2,18.4,,--,-2.2,7.6,25.8,21.2,23.8,-15.8,5.4,-19.2,-6.4,-2.2,-0.2,10,22.6,-7.8,3.8,-25.6,-13.2,-1.6,12.2,-6.4,3.3,40.4,32.2,35.6,35.8,71.3,72.1,67,62.2,67.1,56.1,59.7,48.5,65.8,56.2,67.5,68.2,69.5,69.4,65.1,65.4,69,65.1,2025/05/22/17:20:52
0.059,-0.035,0.19,0.125,,33.4,34,14.4,-22,29.4,37,24.6,33,23.4,-3.6,31,11.2,,--,-1.4,21.6,36,7.2,12.6,-29.8,1.4,-7.8,5,11.2,13,7,21,-22.2,-11.6,-27,-12,-2.2,13.7,-7.8,2.6,51.4,34.6,38.2,33,68.7,66.2,59.7,51.3,59.3,53.1,54,43,55.5,49.5,64.9,58.9,63.6,66.1,61.7,58.1,63,61.7,2025/05/22/17:21:01
-0.025,0.016,0.12,-0.1,,-28.8,-9.4,-42.4,32.4,-14.8,-4.8,-29.4,-4.6,-23.6,27.6,-6.6,-10.6,,--,-3.4,-27.6,-2.2,14.8,21.4,19.6,32,-12.8,4.4,-19.4,-13.4,-12.6,3.8,9.4,16,-3.2,8.4,-1.5,13.9,-6.5,3.7,47.2,34.2,28.8,29.4,70.2,72.4,69.9,65,68.6,54.8,64.4,49.9,69.8,60.7,66.4,67.8,68.7,67.4,65,67.1,68.2,67.4,2025/05/22/17:21:11
-0.078,0.026,0.17,0.28,,35,0.6,16.8,-28.8,-9.2,2.8,30.8,-3,28.6,-34,-9.8,-4.4,,--,-0.4,6.2,30.2,-10.6,1.6,-13.4,6,15.4,40,12.2,19,-5.8,4.8,-22.8,-11.8,-6.4,7.8,-0.6,19.5,-5.7,4.9,28.8,38.4,35,30.8,70.1,72.6,64.2,60.2,68.8,46.4,59.1,47.4,68.3,57,66.1,68.9,65.1,61.3,61.5,64.6,68.6,64.6,2025/05/22/17:21:22
-0.068,0.036,-0.305,-0.5,,35.4,6.6,14,-24.6,0.8,11.4,26.8,9.8,22.6,-11.4,7,-4.2,,--,-3.4,7.6,25.6,-6.4,3,-17.8,7.2,6.8,18.6,13.2,13.4,-6.4,10,-22.2,-13.4,-13,0.2,-2.4,13.6,-7.1,2.6,25.4,22.6,35.4,26.8,70.4,66.9,59.6,57.7,61.7,54.7,57.2,48.8,62.2,50.3,66.5,60.9,64.5,68.6,63.3,58.5,64.6,66.6,2025/05/22/17:21:32
0.058,-0.08,0.19,-0.08,,-28.2,23.4,-45.4,28.2,10.2,27.4,-24.6,19.8,-25.6,15.4,10.6,20.8,,--,-1.4,-14.6,12.4,30.8,38,3.4,17.2,-24.8,1.8,-20,-8.6,5.2,16,8.2,16,-18.2,-3.8,-1.3,17.3,-6.2,4.9,55.6,36.2,28.2,24.6,66.7,68.2,62.6,60.8,66.8,47.8,54.8,43.5,65.6,54.7,63.4,64.5,60.4,59.9,60.2,61.8,62.6,60.1,2025/05/22/17:21:42
-0.059,0.022,0.02,0.225,,-2.6,30,-28.4,4.4,15.8,39.8,-10.2,31,-6.2,14.4,20.4,12.2,,--,3.8,-1.2,34.8,27.2,41,-12.6,28.8,-17,14.4,-12.2,2.2,13.4,22.2,-9.6,12.4,-16.6,-8.8,-0.9,29.8,-6.3,7,44.2,26.6,30,31,60.6,68.7,48.7,42.6,58.6,39.5,49.4,40.3,56.9,48.9,55.5,63.2,54.6,39.6,51.8,61,63.7,51.1,2025/05/22/17:21:53
0.04,-0.043,0.305,-0.495,,-33.2,36.2,-48,35,25.4,38.4,-29.2,37.2,-23,22.2,32.6,33.4,,--,-2.4,-10.2,17.6,37.8,40.6,-0.6,7.2,-35.6,-15,-22,-12.6,10,24,11.2,16.6,-26.2,-13.2,-2.1,12.6,-6.8,3.7,73.4,55.6,37.4,37.2,68.3,69.4,66.2,61.3,66,51.3,60.5,46.1,65,57.7,62.6,63.6,63.6,63.8,62.7,64.4,62.8,62.5,2025/05/22/17:22:09
0.047,-0.021,0.455,-0.175,,33,-17.4,13.8,-21.2,-19.8,-12.4,21.8,-10.8,25,-11.6,-12.8,-26.2,,--,-3,-3.2,16.8,-17,-8.2,-4.6,18,16.6,29.6,11,12.2,-18,0.2,-22,-9.6,-0.6,11,-2.1,14.1,-7.4,3.5,33.6,37.8,33,21.8,71.6,69.6,62.5,56.5,67.1,57.1,61,50.2,64.2,53,65.9,62.6,67.3,68.9,65.3,64.7,68.3,67.3,2025/05/22/17:22:19
0.006,-0.079,-0.405,0.445,,-33,17.8,-49.6,25,6.2,30.8,-27,18.6,-23.2,12.6,12.2,22.8,,--,-3.2,-19,14.8,30.6,38,-0.2,15.2,-25.2,2.6,-22,-9.8,-3.4,15,11,17.2,-21.2,-3.6,-3.5,17.7,-8.9,4.7,55.8,35.4,33,27,64.2,61.2,60.4,55.2,55.9,46.5,51.7,37.6,58.8,52.6,59.4,55.1,51.7,57.7,56.1,51.8,53.9,59,2025/05/22/17:22:30
0.006,0.016,-0.16,-0.075,,-30,20,-55.4,23.4,-2.6,29.4,-30.2,15.6,-35.4,20.8,-3.2,11.4,,--,1.6,-24.2,10.6,31.2,46,1.8,34.6,-21.6,13.8,-22.4,-9,7.6,15.8,7.6,21.2,-12.4,0.2,-3.2,26.3,-4.9,7.1,55.4,35.4,30,30.2,63.2,68,51.7,50.5,64.1,39,48.7,41.2,62.5,48.8,59.8,65.1,54.5,43.3,53.8,57.1,62,54.1,2025/05/22/17:22:42
-0.074,0.032,-0.135,-0.195,,-6,-35.6,-24.6,14.4,-41.2,-31,-12.8,-34,-8.6,18.6,-34.4,-44.4,,--,-2.4,-31,-6.4,-6.4,2.2,24.6,46.6,10.2,28,-8.2,-4,-25.4,-10.4,-2.2,8.8,10.2,23.6,-0.7,17.6,-6.4,4.5,55.6,53,35.6,34,72.1,73.2,65.7,58.2,70.2,53.2,62.8,50.1,68.6,57.7,66.7,66.7,68.3,65.6,66,68.6,70.3,67.1,2025/05/22/17:22:54
0.053,0.037,-0.37,-0.06,,-32.6,32.4,-49.2,30,22,41.2,-28.8,34.6,-25.6,16.2,27.2,36.6,,--,-1.6,-10.4,19.4,38.8,45,-2.4,8.4,-32.4,-7.8,-21.4,-11.2,8,22.6,11.2,17.6,-24.4,-12,-1.6,16.3,-6.6,4.2,71.2,52.8,35.6,34.6,66,65.1,62.2,58.3,63.1,47.5,53.9,41.4,62.3,53.9,61.9,60.2,57.2,59.9,59,58.6,59.2,59.9,2025/05/22/17:23:04
0.062,-0.054,0.01,-0.245,,-11.6,35.6,-41.6,-1.6,0.8,44,-12.2,34.4,-21.8,-10.4,-2,30.2,,--,3.2,-14.8,26.4,26.8,48.2,-17.2,18,-15.6,28.4,-13.4,2.4,16.8,27.8,-1.8,14.6,-18.8,-6.6,-5.2,30.3,-4.3,9.5,44,30.2,35.6,34.4,60.3,63.5,47.1,48.9,59.4,36.4,45.7,38.3,60.1,42.2,57.4,61.5,49.2,40.6,48.8,48.1,58.2,52.5,2025/05/22/17:23:15
